"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Percentage Aged 15-64","2022","Brannockstown, Co Kildare","Male","%","61.2"
"Percentage Aged 15-64","2022","Brannockstown, Co Kildare","Female","%","61.4"
"Percentage Aged 15-64","2022","Clane, Co Kildare","Both sexes","%","67.5"
"Percentage Aged 15-64","2022","Clane, Co Kildare","Male","%","66.7"
"Percentage Aged 15-64","2022","Clane, Co Kildare","Female","%","68.2"
"Percentage Aged 15-64","2022","Two Mile House, Co Kildare","Both sexes","%","66.7"
"Percentage Aged 15-64","2022","Two Mile House, Co Kildare","Male","%","67.3"
"Percentage Aged 15-64","2022","Two Mile House, Co Kildare","Female","%","66.1"
"Percentage Aged 15-64","2022","Carragh, Co Kildare","Both sexes","%","71.9"
"Percentage Aged 15-64","2022","Carragh, Co Kildare","Male","%","73.4"
"Percentage Aged 15-64","2022","Carragh, Co Kildare","Female","%","70.3"
"Percentage Aged 15-64","2022","Kilcullen, Co Kildare","Both sexes","%","65.6"
"Percentage Aged 15-64","2022","Kilcullen, Co Kildare","Male","%","64.3"
"Percentage Aged 15-64","2022","Kilcullen, Co Kildare","Female","%","66.8"
"Percentage Aged 15-64","2022","Prosperous, Co Kildare","Both sexes","%","65.8"
"Percentage Aged 15-64","2022","Prosperous, Co Kildare","Male","%","66.2"
"Percentage Aged 15-64","2022","Prosperous, Co Kildare","Female","%","65.3"
"Percentage Aged 15-64","2022","Athgarvan, Co Kildare","Both sexes","%","67.1"
"Percentage Aged 15-64","2022","Athgarvan, Co Kildare","Male","%","66.4"
"Percentage Aged 15-64","2022","Athgarvan, Co Kildare","Female","%","67.8"
"Percentage Aged 15-64","2022","Calverstown, Co Kildare","Both sexes","%","73"
"Percentage Aged 15-64","2022","Calverstown, Co Kildare","Male","%","74.2"
"Percentage Aged 15-64","2022","Calverstown, Co Kildare","Female","%","71.8"
"Percentage Aged 15-64","2022","Newbridge, Co Kildare","Both sexes","%","67.5"
"Percentage Aged 15-64","2022","Newbridge, Co Kildare","Male","%","67.2"
"Percentage Aged 15-64","2022","Newbridge, Co Kildare","Female","%","67.9"
"Percentage Aged 15-64","2022","Ballitore, Co Kildare","Both sexes","%","66.9"
"Percentage Aged 15-64","2022","Ballitore, Co Kildare","Male","%","64.9"
"Percentage Aged 15-64","2022","Ballitore, Co Kildare","Female","%","68.9"
"Percentage Aged 15-64","2022","Robertstown, Co Kildare","Both sexes","%","66.9"
"Percentage Aged 15-64","2022","Robertstown, Co Kildare","Male","%","64.2"
"Percentage Aged 15-64","2022","Robertstown, Co Kildare","Female","%","69.5"
"Percentage Aged 15-64","2022","Coill Dubh (Blackwood), Co Kildare","Both sexes","%","64.8"
"Percentage Aged 15-64","2022","Coill Dubh (Blackwood), Co Kildare","Male","%","65"
"Percentage Aged 15-64","2022","Coill Dubh (Blackwood), Co Kildare","Female","%","64.6"
"Percentage Aged 15-64","2022","Narraghmore, Co Kildare","Both sexes","%","66.9"
"Percentage Aged 15-64","2022","Narraghmore, Co Kildare","Male","%","64.6"
"Percentage Aged 15-64","2022","Narraghmore, Co Kildare","Female","%","69.4"
"Percentage Aged 15-64","2022","Cut Bush, Co Kildare","Both sexes","%","69.4"
"Percentage Aged 15-64","2022","Cut Bush, Co Kildare","Male","%","69.2"
"Percentage Aged 15-64","2022","Cut Bush, Co Kildare","Female","%","69.5"
"Percentage Aged 15-64","2022","Castledermot, Co Kildare","Both sexes","%","63.7"
"Percentage Aged 15-64","2022","Castledermot, Co Kildare","Male","%","63.8"
"Percentage Aged 15-64","2022","Castledermot, Co Kildare","Female","%","63.6"
"Percentage Aged 15-64","2022","Curragh Camp, Co Kildare","Both sexes","%","64"
"Percentage Aged 15-64","2022","Curragh Camp, Co Kildare","Male","%","63.1"
"Percentage Aged 15-64","2022","Curragh Camp, Co Kildare","Female","%","64.9"
"Percentage Aged 15-64","2022","Kilmeage, Co Kildare","Both sexes","%","66.5"
"Percentage Aged 15-64","2022","Kilmeage, Co Kildare","Male","%","65.1"
"Percentage Aged 15-64","2022","Kilmeage, Co Kildare","Female","%","67.8"
"Percentage Aged 15-64","2022","Milltown, Co Kildare","Both sexes","%","61.8"
"Percentage Aged 15-64","2022","Milltown, Co Kildare","Male","%","59.7"
"Percentage Aged 15-64","2022","Milltown, Co Kildare","Female","%","64.2"
"Percentage Aged 15-64","2022","Suncroft, Co Kildare","Both sexes","%","56.6"
"Percentage Aged 15-64","2022","Suncroft, Co Kildare","Male","%","54.7"
"Percentage Aged 15-64","2022","Suncroft, Co Kildare","Female","%","58.8"
"Percentage Aged 15-64","2022","Allenwood, Co Kildare","Both sexes","%","66.9"
"Percentage Aged 15-64","2022","Allenwood, Co Kildare","Male","%","66.6"
"Percentage Aged 15-64","2022","Allenwood, Co Kildare","Female","%","67.2"
"Percentage Aged 15-64","2022","Johnstownbridge, Co Kildare","Both sexes","%","67.8"
"Percentage Aged 15-64","2022","Johnstownbridge, Co Kildare","Male","%","66.4"
"Percentage Aged 15-64","2022","Johnstownbridge, Co Kildare","Female","%","69.2"
"Percentage Aged 15-64","2022","Kilmead, Co Kildare","Both sexes","%","65.1"
"Percentage Aged 15-64","2022","Kilmead, Co Kildare","Male","%","60.4"
"Percentage Aged 15-64","2022","Kilmead, Co Kildare","Female","%","69.5"
"Percentage Aged 15-64","2022","Kildare, Co Kildare","Both sexes","%","68"
"Percentage Aged 15-64","2022","Kildare, Co Kildare","Male","%","68.7"
"Percentage Aged 15-64","2022","Kildare, Co Kildare","Female","%","67.4"
"Percentage Aged 15-64","2022","Ballyroe, Co Kildare","Both sexes","%","63.8"
"Percentage Aged 15-64","2022","Ballyroe, Co Kildare","Male","%","61.1"
"Percentage Aged 15-64","2022","Ballyroe, Co Kildare","Female","%","66.3"
"Percentage Aged 15-64","2022","Derrinturn, Co Kildare","Both sexes","%","65.4"
"Percentage Aged 15-64","2022","Derrinturn, Co Kildare","Male","%","62.7"
"Percentage Aged 15-64","2022","Derrinturn, Co Kildare","Female","%","68"
"Percentage Aged 15-64","2022","Nurney, Co Kildare","Both sexes","%","69.2"
"Percentage Aged 15-64","2022","Nurney, Co Kildare","Male","%","69.2"
"Percentage Aged 15-64","2022","Nurney, Co Kildare","Female","%","69.2"
"Percentage Aged 15-64","2022","Athy, Co Kildare","Both sexes","%","64.6"
"Percentage Aged 15-64","2022","Athy, Co Kildare","Male","%","64.2"
"Percentage Aged 15-64","2022","Athy, Co Kildare","Female","%","64.9"
"Percentage Aged 15-64","2022","Rathangan, Co Kildare","Both sexes","%","64.8"
"Percentage Aged 15-64","2022","Rathangan, Co Kildare","Male","%","64.9"
"Percentage Aged 15-64","2022","Rathangan, Co Kildare","Female","%","64.6"
"Percentage Aged 15-64","2022","Kildangan, Co Kildare","Both sexes","%","66.1"
"Percentage Aged 15-64","2022","Kildangan, Co Kildare","Male","%","62.9"
"Percentage Aged 15-64","2022","Kildangan, Co Kildare","Female","%","69.3"
"Percentage Aged 15-64","2022","Kilberry, Co Kildare","Both sexes","%","59"
"Percentage Aged 15-64","2022","Kilberry, Co Kildare","Male","%","62.8"
"Percentage Aged 15-64","2022","Kilberry, Co Kildare","Female","%","55.1"
"Percentage Aged 15-64","2022","Monasterevin, Co Kildare","Both sexes","%","65.4"
"Percentage Aged 15-64","2022","Monasterevin, Co Kildare","Male","%","65.6"
"Percentage Aged 15-64","2022","Monasterevin, Co Kildare","Female","%","65.3"
"Percentage Aged 15-64","2022","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Both sexes","%","61.3"
"Percentage Aged 15-64","2022","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Male","%","58.8"
"Percentage Aged 15-64","2022","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Female","%","63.7"
"Percentage Aged 15-64","2022","Goresbridge, Co Kilkenny","Both sexes","%","68.1"
"Percentage Aged 15-64","2022","Goresbridge, Co Kilkenny","Male","%","67.3"
"Percentage Aged 15-64","2022","Goresbridge, Co Kilkenny","Female","%","68.8"
"Percentage Aged 15-64","2022","Paulstown, Co Kilkenny","Both sexes","%","66.2"
"Percentage Aged 15-64","2022","Paulstown, Co Kilkenny","Male","%","64.8"
"Percentage Aged 15-64","2022","Paulstown, Co Kilkenny","Female","%","67.5"
"Percentage Aged 15-64","2022","Slieverue, Co Kilkenny","Both sexes","%","65.1"
"Percentage Aged 15-64","2022","Slieverue, Co Kilkenny","Male","%","65.8"
"Percentage Aged 15-64","2022","Slieverue, Co Kilkenny","Female","%","64.3"
"Percentage Aged 15-64","2022","Inistioge, Co Kilkenny","Both sexes","%","64.4"
"Percentage Aged 15-64","2022","Inistioge, Co Kilkenny","Male","%","66"
"Percentage Aged 15-64","2022","Inistioge, Co Kilkenny","Female","%","62.9"
"Percentage Aged 15-64","2022","Gowran, Co Kilkenny","Both sexes","%","59.1"
"Percentage Aged 15-64","2022","Gowran, Co Kilkenny","Male","%","61.6"
"Percentage Aged 15-64","2022","Gowran, Co Kilkenny","Female","%","57"
"Percentage Aged 15-64","2022","Thomastown, Co Kilkenny","Both sexes","%","63.7"
"Percentage Aged 15-64","2022","Thomastown, Co Kilkenny","Male","%","63.3"
"Percentage Aged 15-64","2022","Thomastown, Co Kilkenny","Female","%","64"
"Percentage Aged 15-64","2022","Moneenroe, Co Kilkenny","Both sexes","%","61.2"
"Percentage Aged 15-64","2022","Moneenroe, Co Kilkenny","Male","%","60.4"
"Percentage Aged 15-64","2022","Moneenroe, Co Kilkenny","Female","%","61.9"
"Percentage Aged 15-64","2022","Mullinavat, Co Kilkenny","Both sexes","%","58.1"
"Percentage Aged 15-64","2022","Mullinavat, Co Kilkenny","Male","%","58.4"
"Percentage Aged 15-64","2022","Mullinavat, Co Kilkenny","Female","%","57.7"
"Percentage Aged 15-64","2022","Clogh, Co Kilkenny","Both sexes","%","66.8"
"Percentage Aged 15-64","2022","Clogh, Co Kilkenny","Male","%","67.1"
"Percentage Aged 15-64","2022","Clogh, Co Kilkenny","Female","%","66.4"
"Percentage Aged 15-64","2022","Kilmacow, Co Kilkenny","Both sexes","%","60.4"
"Percentage Aged 15-64","2022","Kilmacow, Co Kilkenny","Male","%","60.2"
"Percentage Aged 15-64","2022","Kilmacow, Co Kilkenny","Female","%","60.5"
"Percentage Aged 15-64","2022","Bennettsbridge, Co Kilkenny","Both sexes","%","59"
"Percentage Aged 15-64","2022","Bennettsbridge, Co Kilkenny","Male","%","59.5"
"Percentage Aged 15-64","2022","Bennettsbridge, Co Kilkenny","Female","%","58.6"
"Percentage Aged 15-64","2022","Ballyhale, Co Kilkenny","Both sexes","%","55.4"
"Percentage Aged 15-64","2022","Ballyhale, Co Kilkenny","Male","%","55.3"
"Percentage Aged 15-64","2022","Ballyhale, Co Kilkenny","Female","%","55.6"
"Percentage Aged 15-64","2022","Knocktopher, Co Kilkenny","Both sexes","%","56.9"
"Percentage Aged 15-64","2022","Knocktopher, Co Kilkenny","Male","%","50.6"
"Percentage Aged 15-64","2022","Knocktopher, Co Kilkenny","Female","%","63.5"
"Percentage Aged 15-64","2022","Castlecomer, Co Kilkenny","Both sexes","%","63.4"
"Percentage Aged 15-64","2022","Castlecomer, Co Kilkenny","Male","%","62.3"
"Percentage Aged 15-64","2022","Castlecomer, Co Kilkenny","Female","%","64.5"
"Percentage Aged 15-64","2022","Stoneyford, Co Kilkenny","Both sexes","%","61.6"
"Percentage Aged 15-64","2022","Stoneyford, Co Kilkenny","Male","%","58.2"
"Percentage Aged 15-64","2022","Stoneyford, Co Kilkenny","Female","%","64.9"
"Percentage Aged 15-64","2022","Mooncoin, Co Kilkenny","Both sexes","%","59.4"
"Percentage Aged 15-64","2022","Mooncoin, Co Kilkenny","Male","%","58.8"
"Percentage Aged 15-64","2022","Mooncoin, Co Kilkenny","Female","%","60"
"Percentage Aged 15-64","2022","Kilkenny, Co Kilkenny","Both sexes","%","65.6"
"Percentage Aged 15-64","2022","Kilkenny, Co Kilkenny","Male","%","65.7"
"Percentage Aged 15-64","2022","Kilkenny, Co Kilkenny","Female","%","65.5"
"Percentage Aged 15-64","2022","Kells, Co Kilkenny","Both sexes","%","68.4"
"Percentage Aged 15-64","2022","Kells, Co Kilkenny","Male","%","69.9"
"Percentage Aged 15-64","2022","Kells, Co Kilkenny","Female","%","66.7"
"Percentage Aged 15-64","2022","Fiddown, Co Kilkenny","Both sexes","%","68.5"
"Percentage Aged 15-64","2022","Fiddown, Co Kilkenny","Male","%","67.9"
"Percentage Aged 15-64","2022","Fiddown, Co Kilkenny","Female","%","69.2"
"Percentage Aged 15-64","2022","Piltown, Co Kilkenny","Both sexes","%","62.7"
"Percentage Aged 15-64","2022","Piltown, Co Kilkenny","Male","%","60.5"
"Percentage Aged 15-64","2022","Piltown, Co Kilkenny","Female","%","64.9"
"Percentage Aged 15-64","2022","Kilmoganny, Co Kilkenny","Both sexes","%","59.8"
"Percentage Aged 15-64","2022","Kilmoganny, Co Kilkenny","Male","%","56.4"
"Percentage Aged 15-64","2022","Kilmoganny, Co Kilkenny","Female","%","63.4"
"Percentage Aged 15-64","2022","Ballyragget, Co Kilkenny","Both sexes","%","58.6"
"Percentage Aged 15-64","2022","Ballyragget, Co Kilkenny","Male","%","57.9"
"Percentage Aged 15-64","2022","Ballyragget, Co Kilkenny","Female","%","59.3"
"Percentage Aged 15-64","2022","Callan, Co Kilkenny","Both sexes","%","62.4"
"Percentage Aged 15-64","2022","Callan, Co Kilkenny","Male","%","62.1"
"Percentage Aged 15-64","2022","Callan, Co Kilkenny","Female","%","62.6"
"Percentage Aged 15-64","2022","Freshford, Co Kilkenny","Both sexes","%","61.2"
"Percentage Aged 15-64","2022","Freshford, Co Kilkenny","Male","%","62.2"
"Percentage Aged 15-64","2022","Freshford, Co Kilkenny","Female","%","60.1"
"Percentage Aged 15-64","2022","Johnstown, Co Kilkenny","Both sexes","%","59.8"
"Percentage Aged 15-64","2022","Johnstown, Co Kilkenny","Male","%","56.8"
"Percentage Aged 15-64","2022","Johnstown, Co Kilkenny","Female","%","62.8"
"Percentage Aged 15-64","2022","Urlingford, Co Kilkenny","Both sexes","%","62"
"Percentage Aged 15-64","2022","Urlingford, Co Kilkenny","Male","%","62.7"
"Percentage Aged 15-64","2022","Urlingford, Co Kilkenny","Female","%","61.4"
"Percentage Aged 15-64","2022","Ballylinan, Co Laois","Both sexes","%","66.4"
"Percentage Aged 15-64","2022","Ballylinan, Co Laois","Male","%","64.8"
"Percentage Aged 15-64","2022","Ballylinan, Co Laois","Female","%","68"
"Percentage Aged 15-64","2022","Newtown, Co Laois","Both sexes","%","65.8"
"Percentage Aged 15-64","2022","Newtown, Co Laois","Male","%","64.8"
"Percentage Aged 15-64","2022","Newtown, Co Laois","Female","%","66.9"
"Percentage Aged 15-64","2022","Ballybrittas, Co Laois","Both sexes","%","66.9"
"Percentage Aged 15-64","2022","Ballybrittas, Co Laois","Male","%","68.3"
"Percentage Aged 15-64","2022","Ballybrittas, Co Laois","Female","%","65.4"
"Percentage Aged 15-64","2022","Stradbally, Co Laois","Both sexes","%","63.7"
"Percentage Aged 15-64","2022","Stradbally, Co Laois","Male","%","65.5"
"Percentage Aged 15-64","2022","Stradbally, Co Laois","Female","%","62.1"
"Percentage Aged 15-64","2022","Killenard, Co Laois","Both sexes","%","66"
"Percentage Aged 15-64","2022","Killenard, Co Laois","Male","%","64.7"
"Percentage Aged 15-64","2022","Killenard, Co Laois","Female","%","67.1"
"Percentage Aged 15-64","2022","The Swan, Co Laois","Both sexes","%","60.4"
"Percentage Aged 15-64","2022","The Swan, Co Laois","Male","%","56.6"
"Percentage Aged 15-64","2022","The Swan, Co Laois","Female","%","64.4"
"Percentage Aged 15-64","2022","Portarlington, Counties Laois & Offaly","Both sexes","%","65.5"
"Percentage Aged 15-64","2022","Portarlington, Counties Laois & Offaly","Male","%","64.8"
"Percentage Aged 15-64","2022","Portarlington, Counties Laois & Offaly","Female","%","66.2"
"Percentage Aged 15-64","2022","Emo, Co Laois","Both sexes","%","60.4"
"Percentage Aged 15-64","2022","Emo, Co Laois","Male","%","61.4"
"Percentage Aged 15-64","2022","Emo, Co Laois","Female","%","59.4"
"Percentage Aged 15-64","2022","Portlaoise, Co Laois","Both sexes","%","67.1"
"Percentage Aged 15-64","2022","Portlaoise, Co Laois","Male","%","67.9"
"Percentage Aged 15-64","2022","Portlaoise, Co Laois","Female","%","66.3"
"Percentage Aged 15-64","2022","Ballyroan, Co Laois","Both sexes","%","61.3"
"Percentage Aged 15-64","2022","Ballyroan, Co Laois","Male","%","62.2"
"Percentage Aged 15-64","2022","Ballyroan, Co Laois","Female","%","60.5"
"Percentage Aged 15-64","2022","Ballinakill, Co Laois","Both sexes","%","63.6"
"Percentage Aged 15-64","2022","Ballinakill, Co Laois","Male","%","63.5"
"Percentage Aged 15-64","2022","Ballinakill, Co Laois","Female","%","63.8"
"Percentage Aged 15-64","2022","Mountmellick, Co Laois","Both sexes","%","65.4"
"Percentage Aged 15-64","2022","Mountmellick, Co Laois","Male","%","64.6"
"Percentage Aged 15-64","2022","Mountmellick, Co Laois","Female","%","66.1"
"Percentage Aged 15-64","2022","Abbeyleix, Co Laois","Both sexes","%","62.6"
"Percentage Aged 15-64","2022","Abbeyleix, Co Laois","Male","%","61.6"
"Percentage Aged 15-64","2022","Abbeyleix, Co Laois","Female","%","63.6"
"Percentage Aged 15-64","2022","Durrow, Co Laois","Both sexes","%","63.2"
"Percentage Aged 15-64","2022","Durrow, Co Laois","Male","%","60"
"Percentage Aged 15-64","2022","Durrow, Co Laois","Female","%","66.4"
"Percentage Aged 15-64","2022","Ballycolla, Co Laois","Both sexes","%","58.6"
"Percentage Aged 15-64","2022","Ballycolla, Co Laois","Male","%","57.4"
"Percentage Aged 15-64","2022","Ballycolla, Co Laois","Female","%","60"
"Percentage Aged 15-64","2022","Mountrath, Co Laois","Both sexes","%","64.2"
"Percentage Aged 15-64","2022","Mountrath, Co Laois","Male","%","62.6"
"Percentage Aged 15-64","2022","Mountrath, Co Laois","Female","%","65.6"
"Percentage Aged 15-64","2022","Castletown, Co Laois","Both sexes","%","56.6"
"Percentage Aged 15-64","2022","Castletown, Co Laois","Male","%","51.7"
"Percentage Aged 15-64","2022","Castletown, Co Laois","Female","%","60.6"
"Percentage Aged 15-64","2022","Clonaslee, Co Laois","Both sexes","%","63.7"
"Percentage Aged 15-64","2022","Clonaslee, Co Laois","Male","%","62.6"
"Percentage Aged 15-64","2022","Clonaslee, Co Laois","Female","%","64.7"
"Percentage Aged 15-64","2022","Rathdowney, Co Laois","Both sexes","%","62.5"
"Percentage Aged 15-64","2022","Rathdowney, Co Laois","Male","%","62.4"
"Percentage Aged 15-64","2022","Rathdowney, Co Laois","Female","%","62.6"
"Percentage Aged 15-64","2022","Borris-In-Ossory, Co Laois","Both sexes","%","61.7"
"Percentage Aged 15-64","2022","Borris-In-Ossory, Co Laois","Male","%","59.9"
"Percentage Aged 15-64","2022","Borris-In-Ossory, Co Laois","Female","%","63.3"
